,id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
1736,1736,2013,1,2,2113.0,2110,3.0,2346.0,17,-31.0,DL,1627,N3743H,JFK,LAS,304.0,2248,21,10,2013-01-02 21:00:00,Delta Air Lines Inc.
1737,1737,2013,1,2,2115.0,2059,16.0,2345.0,2316,29.0,EV,4088,N11551,EWR,SDF,132.0,642,20,59,2013-01-02 20:00:00,ExpressJet Airlines Inc.
1738,1738,2013,1,2,2115.0,1837,158.0,2322.0,2045,157.0,EV,4125,N41104,EWR,GRR,113.0,605,18,37,2013-01-02 18:00:00,ExpressJet Airlines Inc.
1739,1739,2013,1,2,2115.0,2115,0.0,5.0,2357,8.0,B6,529,N766JB,EWR,MCO,146.0,937,21,15,2013-01-02 21:00:00,JetBlue Airways
1740,1740,2013,1,2,2115.0,2125,-10.0,2257.0,2250,7.0,MQ,4660,N509MQ,LGA,BNA,135.0,764,21,25,2013-01-02 21:00:00,Envoy Air
1741,1741,2013,1,2,2116.0,2005,71.0,2242.0,2144,58.0,9E,3320,N916XJ,JFK,BUF,63.0,301,20,5,2013-01-02 20:00:00,Endeavor Air Inc.
1742,1742,2013,1,2,2116.0,2120,-4.0,2342.0,2351,-9.0,B6,97,N599JB,JFK,DEN,240.0,1626,21,20,2013-01-02 21:00:00,JetBlue Airways
1743,1743,2013,1,2,2119.0,2110,9.0,2227.0,2223,4.0,EV,4119,N14168,EWR,RIC,50.0,277,21,10,2013-01-02 21:00:00,ExpressJet Airlines Inc.
1744,1744,2013,1,2,2124.0,2110,14.0,153.0,157,-4.0,UA,1575,N74856,EWR,SJU,190.0,1608,21,10,2013-01-02 21:00:00,United Air Lines Inc.
1745,1745,2013,1,2,2125.0,2110,15.0,2221.0,2212,9.0,EV,4404,N17108,EWR,PVD,29.0,160,21,10,2013-01-02 21:00:00,ExpressJet Airlines Inc.
1746,1746,2013,1,2,2128.0,2130,-2.0,37.0,27,10.0,B6,21,N535JB,JFK,TPA,162.0,1005,21,30,2013-01-02 21:00:00,JetBlue Airways
1747,1747,2013,1,2,2128.0,2130,-2.0,43.0,18,25.0,B6,383,N562JB,LGA,FLL,158.0,1076,21,30,2013-01-02 21:00:00,JetBlue Airways
1748,1748,2013,1,2,2130.0,2130,0.0,1.0,18,-17.0,B6,199,N804JB,JFK,LAS,307.0,2248,21,30,2013-01-02 21:00:00,JetBlue Airways
1749,1749,2013,1,2,2131.0,1512,379.0,2340.0,1741,359.0,UA,488,N593UA,LGA,DEN,228.0,1620,15,12,2013-01-02 15:00:00,United Air Lines Inc.
1750,1750,2013,1,2,2134.0,2135,-1.0,36.0,50,-14.0,AA,185,N322AA,JFK,LAX,340.0,2475,21,35,2013-01-02 21:00:00,American Airlines Inc.
1751,1751,2013,1,2,2137.0,2135,2.0,208.0,224,-16.0,B6,701,N284JB,JFK,SJU,194.0,1598,21,35,2013-01-02 21:00:00,JetBlue Airways
1752,1752,2013,1,2,2141.0,2145,-4.0,2301.0,2311,-10.0,B6,104,N304JB,JFK,BUF,63.0,301,21,45,2013-01-02 21:00:00,JetBlue Airways
1753,1753,2013,1,2,2142.0,2145,-3.0,32.0,37,-5.0,B6,35,N519JB,JFK,PBI,151.0,1028,21,45,2013-01-02 21:00:00,JetBlue Airways
1754,1754,2013,1,2,2145.0,2145,0.0,111.0,39,32.0,B6,515,N265JB,EWR,FLL,153.0,1065,21,45,2013-01-02 21:00:00,JetBlue Airways
1755,1755,2013,1,2,2145.0,1925,140.0,54.0,2244,130.0,DL,2139,N368NW,LGA,MIA,159.0,1096,19,25,2013-01-02 19:00:00,Delta Air Lines Inc.
1756,1756,2013,1,2,2145.0,2129,16.0,,33,,UA,1299,N12221,EWR,RSW,,1068,21,29,2013-01-02 21:00:00,United Air Lines Inc.
1757,1757,2013,1,2,2148.0,2004,104.0,2234.0,2112,82.0,EV,4170,N12540,EWR,ALB,30.0,143,20,4,2013-01-02 20:00:00,ExpressJet Airlines Inc.
1758,1758,2013,1,2,2150.0,2005,105.0,2255.0,2126,89.0,9E,4091,N8976E,JFK,BWI,39.0,184,20,5,2013-01-02 20:00:00,Endeavor Air Inc.
1759,1759,2013,1,2,2150.0,2155,-5.0,2333.0,2337,-4.0,B6,1109,N239JB,JFK,RDU,83.0,427,21,55,2013-01-02 21:00:00,JetBlue Airways
1760,1760,2013,1,2,2215.0,2220,-5.0,142.0,121,21.0,B6,11,N606JB,JFK,FLL,159.0,1069,22,20,2013-01-02 22:00:00,JetBlue Airways
1761,1761,2013,1,2,2218.0,2225,-7.0,2331.0,2340,-9.0,DL,942,N378NW,LGA,PWM,46.0,269,22,25,2013-01-02 22:00:00,Delta Air Lines Inc.
1762,1762,2013,1,2,2225.0,1930,175.0,231.0,2219,252.0,EV,4204,N21130,EWR,OKC,286.0,1325,19,30,2013-01-02 19:00:00,ExpressJet Airlines Inc.
1763,1763,2013,1,2,2225.0,2229,-4.0,300.0,315,-15.0,B6,713,N639JB,JFK,SJU,191.0,1598,22,29,2013-01-02 22:00:00,JetBlue Airways
1764,1764,2013,1,2,2237.0,2245,-8.0,2339.0,2356,-17.0,B6,608,N198JB,JFK,PWM,45.0,273,22,45,2013-01-02 22:00:00,JetBlue Airways
1765,1765,2013,1,2,2241.0,2245,-4.0,2350.0,5,-15.0,B6,30,N184JB,JFK,ROC,53.0,264,22,45,2013-01-02 22:00:00,JetBlue Airways
1766,1766,2013,1,2,2254.0,2149,65.0,2358.0,2305,53.0,EV,4206,N21537,EWR,PWM,47.0,284,21,49,2013-01-02 21:00:00,ExpressJet Airlines Inc.
1767,1767,2013,1,2,2256.0,2151,65.0,2340.0,2244,56.0,EV,4276,N13550,EWR,BDL,25.0,116,21,51,2013-01-02 21:00:00,ExpressJet Airlines Inc.
1768,1768,2013,1,2,2259.0,2100,119.0,122.0,2332,110.0,DL,1247,N362NW,LGA,ATL,124.0,762,21,0,2013-01-02 21:00:00,Delta Air Lines Inc.
1769,1769,2013,1,2,2303.0,2255,8.0,26.0,15,11.0,B6,112,N629JB,JFK,BUF,59.0,301,22,55,2013-01-02 22:00:00,JetBlue Airways
1770,1770,2013,1,2,2309.0,2200,69.0,5.0,2307,58.0,EV,4485,N13123,EWR,BWI,37.0,169,22,0,2013-01-02 22:00:00,ExpressJet Airlines Inc.
1771,1771,2013,1,2,2313.0,2125,108.0,20.0,2240,100.0,MQ,4449,N810MQ,JFK,DCA,50.0,213,21,25,2013-01-02 21:00:00,Envoy Air
1772,1772,2013,1,2,2334.0,2129,125.0,33.0,2242,111.0,EV,4257,N12567,EWR,BTV,47.0,266,21,29,2013-01-02 21:00:00,ExpressJet Airlines Inc.
1773,1773,2013,1,2,2337.0,2155,102.0,222.0,41,101.0,B6,43,N821JB,JFK,MCO,140.0,944,21,55,2013-01-02 21:00:00,JetBlue Airways
1774,1774,2013,1,2,2347.0,2245,62.0,58.0,2357,61.0,B6,128,N283JB,JFK,BTV,55.0,266,22,45,2013-01-02 22:00:00,JetBlue Airways
1775,1775,2013,1,2,2351.0,2359,-8.0,427.0,445,-18.0,B6,739,N657JB,JFK,PSE,195.0,1617,23,59,2013-01-02 23:00:00,JetBlue Airways
1776,1776,2013,1,2,2354.0,2359,-5.0,413.0,437,-24.0,B6,727,N789JB,JFK,BQN,180.0,1576,23,59,2013-01-02 23:00:00,JetBlue Airways
1777,1777,2013,1,2,,1540,,,1747,,EV,4352,N10575,EWR,CVG,,569,15,40,2013-01-02 15:00:00,ExpressJet Airlines Inc.
1778,1778,2013,1,2,,1620,,,1746,,EV,4406,N13949,EWR,PIT,,319,16,20,2013-01-02 16:00:00,ExpressJet Airlines Inc.
1779,1779,2013,1,2,,1355,,,1459,,EV,4434,N10575,EWR,MHT,,209,13,55,2013-01-02 13:00:00,ExpressJet Airlines Inc.
1780,1780,2013,1,2,,1420,,,1644,,EV,4935,N759EV,EWR,ATL,,746,14,20,2013-01-02 14:00:00,ExpressJet Airlines Inc.
1781,1781,2013,1,2,,1321,,,1536,,EV,3849,N13550,EWR,IND,,645,13,21,2013-01-02 13:00:00,ExpressJet Airlines Inc.
1782,1782,2013,1,2,,1545,,,1910,,AA,133,,JFK,LAX,,2475,15,45,2013-01-02 15:00:00,American Airlines Inc.
1783,1783,2013,1,2,,1330,,,1640,,AA,753,N3FBAA,LGA,DFW,,1389,13,30,2013-01-02 13:00:00,American Airlines Inc.
1784,1784,2013,1,2,,1601,,,1735,,UA,623,,EWR,ORD,,719,16,1,2013-01-02 16:00:00,United Air Lines Inc.
1785,1785,2013,1,3,32.0,2359,33.0,504.0,442,22.0,B6,707,N763JB,JFK,SJU,193.0,1598,23,59,2013-01-03 23:00:00,JetBlue Airways
1786,1786,2013,1,3,50.0,2145,185.0,203.0,2311,172.0,B6,104,N329JB,JFK,BUF,58.0,301,21,45,2013-01-03 21:00:00,JetBlue Airways
1787,1787,2013,1,3,235.0,2359,156.0,700.0,437,143.0,B6,727,N618JB,JFK,BQN,186.0,1576,23,59,2013-01-03 23:00:00,JetBlue Airways
1788,1788,2013,1,3,458.0,500,-2.0,650.0,650,0.0,US,1030,N172US,EWR,CLT,94.0,529,5,0,2013-01-03 05:00:00,US Airways Inc.
1789,1789,2013,1,3,520.0,525,-5.0,830.0,820,10.0,UA,1018,N78511,EWR,IAH,238.0,1400,5,25,2013-01-03 05:00:00,United Air Lines Inc.
1790,1790,2013,1,3,532.0,530,2.0,851.0,831,20.0,UA,1136,N76522,LGA,IAH,241.0,1416,5,30,2013-01-03 05:00:00,United Air Lines Inc.
1791,1791,2013,1,3,535.0,540,-5.0,835.0,850,-15.0,AA,1141,N618AA,JFK,MIA,158.0,1089,5,40,2013-01-03 05:00:00,American Airlines Inc.
1792,1792,2013,1,3,543.0,545,-2.0,1009.0,1022,-13.0,B6,725,N779JB,JFK,BQN,191.0,1576,5,45,2013-01-03 05:00:00,JetBlue Airways
1793,1793,2013,1,3,550.0,600,-10.0,843.0,846,-3.0,B6,79,N708JB,JFK,MCO,152.0,944,6,0,2013-01-03 06:00:00,JetBlue Airways
1794,1794,2013,1,3,552.0,600,-8.0,759.0,801,-2.0,DL,731,N954DL,LGA,DTW,99.0,502,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
1795,1795,2013,1,3,553.0,600,-7.0,721.0,715,6.0,EV,5716,N828AS,JFK,IAD,57.0,228,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1796,1796,2013,1,3,553.0,600,-7.0,858.0,901,-3.0,B6,125,N552JB,JFK,FLL,164.0,1069,6,0,2013-01-03 06:00:00,JetBlue Airways
1797,1797,2013,1,3,555.0,600,-5.0,819.0,825,-6.0,MQ,4650,N504MQ,LGA,ATL,128.0,762,6,0,2013-01-03 06:00:00,Envoy Air
1798,1798,2013,1,3,555.0,600,-5.0,727.0,735,-8.0,MQ,3768,N526MQ,EWR,ORD,128.0,719,6,0,2013-01-03 06:00:00,Envoy Air
1799,1799,2013,1,3,556.0,600,-4.0,735.0,716,19.0,EV,4201,N13995,EWR,IAD,56.0,212,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1800,1800,2013,1,3,556.0,600,-4.0,903.0,850,13.0,B6,343,N564JB,EWR,PBI,153.0,1023,6,0,2013-01-03 06:00:00,JetBlue Airways
1801,1801,2013,1,3,556.0,600,-4.0,900.0,858,2.0,B6,371,N508JB,LGA,FLL,163.0,1076,6,0,2013-01-03 06:00:00,JetBlue Airways
1802,1802,2013,1,3,556.0,600,-4.0,852.0,837,15.0,DL,461,N641DL,LGA,ATL,128.0,762,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
1803,1803,2013,1,3,556.0,605,-9.0,756.0,805,-9.0,MQ,4401,N722MQ,LGA,DTW,100.0,502,6,5,2013-01-03 06:00:00,Envoy Air
1804,1804,2013,1,3,556.0,600,-4.0,700.0,659,1.0,US,1833,N957UW,LGA,PHL,31.0,96,6,0,2013-01-03 06:00:00,US Airways Inc.
1805,1805,2013,1,3,557.0,601,-4.0,724.0,725,-1.0,EV,4708,N11548,EWR,MKE,124.0,725,6,1,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1806,1806,2013,1,3,557.0,600,-3.0,846.0,851,-5.0,B6,49,N595JB,JFK,PBI,149.0,1028,6,0,2013-01-03 06:00:00,JetBlue Airways
1807,1807,2013,1,3,557.0,600,-3.0,909.0,856,13.0,B6,71,N807JB,JFK,TPA,172.0,1005,6,0,2013-01-03 06:00:00,JetBlue Airways
1808,1808,2013,1,3,559.0,600,-1.0,802.0,802,0.0,DL,1318,N371NB,EWR,DTW,99.0,488,6,0,2013-01-03 06:00:00,Delta Air Lines Inc.
1809,1809,2013,1,3,600.0,600,0.0,726.0,724,2.0,EV,5694,N836AS,LGA,IAD,52.0,229,6,0,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1810,1810,2013,1,3,600.0,600,0.0,843.0,815,28.0,FL,345,N936AT,LGA,ATL,135.0,762,6,0,2013-01-03 06:00:00,AirTran Airways Corporation
1811,1811,2013,1,3,600.0,600,0.0,736.0,745,-9.0,AA,301,N3ALAA,LGA,ORD,132.0,733,6,0,2013-01-03 06:00:00,American Airlines Inc.
1812,1812,2013,1,3,600.0,600,0.0,753.0,747,6.0,UA,328,N487UA,EWR,CLE,64.0,404,6,0,2013-01-03 06:00:00,United Air Lines Inc.
1813,1813,2013,1,3,601.0,600,1.0,730.0,730,0.0,WN,959,N8329B,LGA,MDW,129.0,725,6,0,2013-01-03 06:00:00,Southwest Airlines Co.
1814,1814,2013,1,3,603.0,605,-2.0,709.0,705,4.0,WN,1036,N783SW,EWR,BWI,39.0,169,6,5,2013-01-03 06:00:00,Southwest Airlines Co.
1815,1815,2013,1,3,604.0,600,4.0,852.0,925,-33.0,UA,303,N517UA,JFK,SFO,324.0,2586,6,0,2013-01-03 06:00:00,United Air Lines Inc.
1816,1816,2013,1,3,606.0,610,-4.0,917.0,910,7.0,AA,1895,N638AA,EWR,MIA,159.0,1085,6,10,2013-01-03 06:00:00,American Airlines Inc.
1817,1817,2013,1,3,606.0,610,-4.0,915.0,915,0.0,AA,1837,N3FYAA,LGA,MIA,167.0,1096,6,10,2013-01-03 06:00:00,American Airlines Inc.
1818,1818,2013,1,3,606.0,610,-4.0,953.0,921,32.0,B6,135,N536JB,JFK,RSW,188.0,1074,6,10,2013-01-03 06:00:00,JetBlue Airways
1819,1819,2013,1,3,607.0,610,-3.0,756.0,818,-22.0,EV,4941,N755EV,EWR,MSP,144.0,1008,6,10,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1820,1820,2013,1,3,612.0,615,-3.0,853.0,842,11.0,DL,575,N365NB,EWR,ATL,135.0,746,6,15,2013-01-03 06:00:00,Delta Air Lines Inc.
1821,1821,2013,1,3,612.0,615,-3.0,912.0,850,22.0,DL,2057,N707TW,JFK,ATL,135.0,760,6,15,2013-01-03 06:00:00,Delta Air Lines Inc.
1822,1822,2013,1,3,614.0,615,-1.0,751.0,750,1.0,MQ,4518,N730MQ,LGA,RDU,83.0,431,6,15,2013-01-03 06:00:00,Envoy Air
1823,1823,2013,1,3,614.0,615,-1.0,816.0,817,-1.0,US,1567,N767UW,JFK,CLT,98.0,541,6,15,2013-01-03 06:00:00,US Airways Inc.
1824,1824,2013,1,3,615.0,610,5.0,829.0,817,12.0,DL,1919,N331NW,LGA,MSP,149.0,1020,6,10,2013-01-03 06:00:00,Delta Air Lines Inc.
1825,1825,2013,1,3,616.0,559,17.0,913.0,916,-3.0,UA,1570,N18119,JFK,LAX,335.0,2475,5,59,2013-01-03 05:00:00,United Air Lines Inc.
1826,1826,2013,1,3,618.0,615,3.0,1044.0,1100,-16.0,B6,709,N652JB,JFK,SJU,190.0,1598,6,15,2013-01-03 06:00:00,JetBlue Airways
1827,1827,2013,1,3,622.0,630,-8.0,1128.0,1140,-12.0,AA,413,N3HLAA,JFK,SJU,202.0,1598,6,30,2013-01-03 06:00:00,American Airlines Inc.
1828,1828,2013,1,3,623.0,622,1.0,928.0,925,3.0,UA,991,N843UA,EWR,PBI,162.0,1023,6,22,2013-01-03 06:00:00,United Air Lines Inc.
1829,1829,2013,1,3,624.0,600,24.0,954.0,910,44.0,AA,707,N3ADAA,LGA,DFW,242.0,1389,6,0,2013-01-03 06:00:00,American Airlines Inc.
1830,1830,2013,1,3,625.0,600,25.0,923.0,854,29.0,B6,507,N632JB,EWR,FLL,160.0,1065,6,0,2013-01-03 06:00:00,JetBlue Airways
1831,1831,2013,1,3,625.0,630,-5.0,914.0,859,15.0,DL,2006,N339NB,LGA,MSY,206.0,1183,6,30,2013-01-03 06:00:00,Delta Air Lines Inc.
1832,1832,2013,1,3,626.0,630,-4.0,835.0,833,2.0,US,1019,N438US,EWR,CLT,99.0,529,6,30,2013-01-03 06:00:00,US Airways Inc.
1833,1833,2013,1,3,627.0,635,-8.0,945.0,1019,-34.0,UA,849,N451UA,EWR,PHX,292.0,2133,6,35,2013-01-03 06:00:00,United Air Lines Inc.
1834,1834,2013,1,3,627.0,630,-3.0,947.0,1018,-31.0,US,27,N520UW,JFK,PHX,292.0,2153,6,30,2013-01-03 06:00:00,US Airways Inc.
1835,1835,2013,1,3,628.0,630,-2.0,905.0,845,20.0,EV,3849,N14558,EWR,CLT,98.0,529,6,30,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1836,1836,2013,1,3,628.0,634,-6.0,948.0,935,13.0,UA,772,N565UA,EWR,MIA,174.0,1085,6,34,2013-01-03 06:00:00,United Air Lines Inc.
1837,1837,2013,1,3,628.0,630,-2.0,853.0,841,12.0,US,1433,N171US,LGA,CLT,103.0,544,6,30,2013-01-03 06:00:00,US Airways Inc.
1838,1838,2013,1,3,629.0,633,-4.0,826.0,813,13.0,EV,4424,N22971,EWR,RDU,85.0,416,6,33,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1839,1839,2013,1,3,629.0,630,-1.0,724.0,748,-24.0,UA,1483,N25705,EWR,BOS,35.0,200,6,30,2013-01-03 06:00:00,United Air Lines Inc.
1840,1840,2013,1,3,629.0,630,-1.0,843.0,830,13.0,MQ,4576,N535MQ,LGA,CLT,98.0,544,6,30,2013-01-03 06:00:00,Envoy Air
1841,1841,2013,1,3,630.0,633,-3.0,801.0,803,-2.0,EV,4560,N33182,EWR,PIT,68.0,319,6,33,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1842,1842,2013,1,3,631.0,630,1.0,1024.0,1014,10.0,US,245,N801AW,EWR,PHX,333.0,2133,6,30,2013-01-03 06:00:00,US Airways Inc.
1843,1843,2013,1,3,633.0,630,3.0,752.0,740,12.0,WN,4646,N447WN,LGA,BWI,43.0,185,6,30,2013-01-03 06:00:00,Southwest Airlines Co.
1844,1844,2013,1,3,633.0,634,-1.0,1032.0,952,40.0,UA,910,N403UA,EWR,AUS,264.0,1504,6,34,2013-01-03 06:00:00,United Air Lines Inc.
1845,1845,2013,1,3,634.0,635,-1.0,1000.0,940,20.0,AA,711,N3ERAA,LGA,DFW,248.0,1389,6,35,2013-01-03 06:00:00,American Airlines Inc.
1846,1846,2013,1,3,634.0,625,9.0,950.0,954,-4.0,UA,1528,N37408,EWR,SFO,331.0,2565,6,25,2013-01-03 06:00:00,United Air Lines Inc.
1847,1847,2013,1,3,635.0,630,5.0,920.0,847,33.0,EV,4419,N14960,EWR,IND,129.0,645,6,30,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1848,1848,2013,1,3,636.0,625,11.0,945.0,932,13.0,UA,468,N412UA,LGA,IAH,229.0,1416,6,25,2013-01-03 06:00:00,United Air Lines Inc.
1849,1849,2013,1,3,637.0,636,1.0,827.0,808,19.0,EV,3839,N14916,EWR,BNA,154.0,748,6,36,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1850,1850,2013,1,3,637.0,640,-3.0,733.0,749,-16.0,B6,1002,N809JB,JFK,BOS,37.0,187,6,40,2013-01-03 06:00:00,JetBlue Airways
1851,1851,2013,1,3,638.0,650,-12.0,802.0,825,-23.0,EV,5259,N612QX,LGA,BUF,56.0,292,6,50,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1852,1852,2013,1,3,639.0,640,-1.0,917.0,900,17.0,EV,4122,N18556,EWR,SDF,138.0,642,6,40,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1853,1853,2013,1,3,642.0,647,-5.0,800.0,810,-10.0,B6,102,N526JB,JFK,BUF,60.0,301,6,47,2013-01-03 06:00:00,JetBlue Airways
1854,1854,2013,1,3,643.0,645,-2.0,911.0,848,23.0,US,926,N560UW,EWR,CLT,97.0,529,6,45,2013-01-03 06:00:00,US Airways Inc.
1855,1855,2013,1,3,644.0,645,-1.0,948.0,935,13.0,B6,389,N760JB,LGA,MCO,154.0,950,6,45,2013-01-03 06:00:00,JetBlue Airways
1856,1856,2013,1,3,644.0,645,-1.0,847.0,918,-31.0,UA,338,N533UA,LGA,DEN,217.0,1620,6,45,2013-01-03 06:00:00,United Air Lines Inc.
1857,1857,2013,1,3,653.0,655,-2.0,952.0,1030,-38.0,DL,1415,N3764D,JFK,SLC,272.0,1990,6,55,2013-01-03 06:00:00,Delta Air Lines Inc.
1858,1858,2013,1,3,653.0,700,-7.0,1018.0,1045,-27.0,DL,1865,N718TW,JFK,SFO,339.0,2586,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1859,1859,2013,1,3,654.0,700,-6.0,1005.0,952,13.0,DL,2285,N324NB,LGA,MCO,158.0,950,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1860,1860,2013,1,3,654.0,659,-5.0,859.0,942,-43.0,UA,1555,N34455,EWR,LAS,284.0,2227,6,59,2013-01-03 06:00:00,United Air Lines Inc.
1861,1861,2013,1,3,655.0,659,-4.0,941.0,938,3.0,DL,1547,N604DL,LGA,ATL,129.0,762,6,59,2013-01-03 06:00:00,Delta Air Lines Inc.
1862,1862,2013,1,3,655.0,700,-5.0,1023.0,1019,4.0,DL,2003,N926DL,LGA,MIA,168.0,1096,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1863,1863,2013,1,3,655.0,700,-5.0,815.0,809,6.0,US,2163,N952UW,LGA,DCA,46.0,214,7,0,2013-01-03 07:00:00,US Airways Inc.
1864,1864,2013,1,3,656.0,700,-4.0,959.0,1034,-35.0,DL,763,N624AG,JFK,LAX,319.0,2475,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1865,1865,2013,1,3,657.0,659,-2.0,949.0,927,22.0,EV,4583,N13123,EWR,MSY,212.0,1167,6,59,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1866,1866,2013,1,3,657.0,659,-2.0,1011.0,959,12.0,AA,1815,N5ETAA,JFK,MCO,158.0,944,6,59,2013-01-03 06:00:00,American Airlines Inc.
1867,1867,2013,1,3,658.0,700,-2.0,1005.0,1007,-2.0,B6,981,N663JB,JFK,FLL,165.0,1069,7,0,2013-01-03 07:00:00,JetBlue Airways
1868,1868,2013,1,3,658.0,655,3.0,932.0,942,-10.0,B6,203,N523JB,JFK,LAS,294.0,2248,6,55,2013-01-03 06:00:00,JetBlue Airways
1869,1869,2013,1,3,658.0,700,-2.0,1004.0,1014,-10.0,DL,1879,N348NW,LGA,FLL,164.0,1076,7,0,2013-01-03 07:00:00,Delta Air Lines Inc.
1870,1870,2013,1,3,658.0,700,-2.0,938.0,1025,-47.0,VX,399,N638VA,JFK,LAX,316.0,2475,7,0,2013-01-03 07:00:00,Virgin America
1871,1871,2013,1,3,700.0,700,0.0,851.0,836,15.0,UA,1162,N76269,EWR,ORD,126.0,719,7,0,2013-01-03 07:00:00,United Air Lines Inc.
1872,1872,2013,1,3,701.0,659,2.0,903.0,859,4.0,EV,4246,N13550,EWR,DTW,95.0,488,6,59,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1873,1873,2013,1,3,701.0,700,1.0,937.0,1014,-37.0,B6,671,N624JB,JFK,LAX,313.0,2475,7,0,2013-01-03 07:00:00,JetBlue Airways
1874,1874,2013,1,3,701.0,705,-4.0,946.0,1034,-48.0,UA,1455,N13750,EWR,SNA,326.0,2434,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1875,1875,2013,1,3,702.0,658,4.0,906.0,915,-9.0,UA,510,N497UA,EWR,DEN,219.0,1605,6,58,2013-01-03 06:00:00,United Air Lines Inc.
1876,1876,2013,1,3,703.0,705,-2.0,1014.0,940,34.0,MQ,4534,N711MQ,LGA,XNA,213.0,1147,7,5,2013-01-03 07:00:00,Envoy Air
1877,1877,2013,1,3,704.0,655,9.0,954.0,921,33.0,B6,117,N296JB,JFK,MSY,204.0,1182,6,55,2013-01-03 06:00:00,JetBlue Airways
1878,1878,2013,1,3,704.0,636,28.0,959.0,945,14.0,UA,1701,N77510,EWR,FLL,167.0,1065,6,36,2013-01-03 06:00:00,United Air Lines Inc.
1879,1879,2013,1,3,704.0,700,4.0,1036.0,1025,11.0,WN,20,N7740A,EWR,HOU,246.0,1411,7,0,2013-01-03 07:00:00,Southwest Airlines Co.
1880,1880,2013,1,3,704.0,705,-1.0,946.0,1018,-32.0,UA,604,N573UA,EWR,LAX,307.0,2454,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1881,1881,2013,1,3,706.0,705,1.0,1013.0,1001,12.0,UA,1524,N38727,EWR,MCO,158.0,937,7,5,2013-01-03 07:00:00,United Air Lines Inc.
1882,1882,2013,1,3,707.0,715,-8.0,1204.0,1206,-2.0,B6,715,N588JB,JFK,SJU,190.0,1598,7,15,2013-01-03 07:00:00,JetBlue Airways
1883,1883,2013,1,3,707.0,700,7.0,901.0,838,23.0,UA,550,N514UA,LGA,ORD,134.0,733,7,0,2013-01-03 07:00:00,United Air Lines Inc.
1884,1884,2013,1,3,710.0,715,-5.0,1042.0,1045,-3.0,AA,443,N3BYAA,JFK,MIA,169.0,1089,7,15,2013-01-03 07:00:00,American Airlines Inc.
1885,1885,2013,1,3,712.0,715,-3.0,1043.0,1035,8.0,AA,825,N3HPAA,JFK,FLL,171.0,1069,7,15,2013-01-03 07:00:00,American Airlines Inc.
1886,1886,2013,1,3,714.0,720,-6.0,848.0,840,8.0,FL,850,N938AT,LGA,MKE,123.0,738,7,20,2013-01-03 07:00:00,AirTran Airways Corporation
1887,1887,2013,1,3,715.0,607,68.0,951.0,819,92.0,EV,4559,N18557,EWR,CVG,122.0,569,6,7,2013-01-03 06:00:00,ExpressJet Airlines Inc.
1888,1888,2013,1,3,715.0,715,0.0,1016.0,1027,-11.0,UA,1526,N77258,EWR,RSW,166.0,1068,7,15,2013-01-03 07:00:00,United Air Lines Inc.
1889,1889,2013,1,3,716.0,720,-4.0,917.0,928,-11.0,DL,831,N912DE,LGA,DTW,92.0,502,7,20,2013-01-03 07:00:00,Delta Air Lines Inc.
1890,1890,2013,1,3,716.0,715,1.0,1050.0,1040,10.0,UA,799,N525UA,JFK,SFO,336.0,2586,7,15,2013-01-03 07:00:00,United Air Lines Inc.
1891,1891,2013,1,3,720.0,721,-1.0,1036.0,1012,24.0,B6,987,N775JB,JFK,MCO,156.0,944,7,21,2013-01-03 07:00:00,JetBlue Airways
1892,1892,2013,1,3,720.0,710,10.0,910.0,850,20.0,MQ,3737,N534MQ,EWR,ORD,134.0,719,7,10,2013-01-03 07:00:00,Envoy Air
1893,1893,2013,1,3,722.0,720,2.0,1004.0,1023,-19.0,UA,1724,N37255,EWR,PBI,147.0,1023,7,20,2013-01-03 07:00:00,United Air Lines Inc.
1894,1894,2013,1,3,724.0,725,-1.0,1012.0,1030,-18.0,AS,11,N533AS,EWR,SEA,325.0,2402,7,25,2013-01-03 07:00:00,Alaska Airlines Inc.
