,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Maintenance
441,10750,50,76167,Petrol,97,1,0,1400,5,1060,12750
442,11450,46,75249,Petrol,110,1,0,1600,4,1035,13450
443,11950,54,75231,Petrol,110,1,0,1600,5,1080,13950
444,11750,48,75045,Petrol,110,1,0,1600,3,1055,13750
445,10950,50,74849,Petrol,110,1,1,1600,4,1060,12950
446,11950,55,74715,Petrol,110,1,0,1600,5,1080,13950
447,10995,49,74656,Diesel,69,0,0,1900,3,1105,12995
448,11450,56,74500,Petrol,97,0,0,1400,3,1025,13450
449,8900,49,74494,Petrol,110,1,0,1600,5,1075,10900
450,10500,50,73634,Petrol,110,0,0,1587,5,1075,12500
451,11750,47,73403,Petrol,110,1,0,1600,5,1075,13750
452,11450,49,73175,Petrol,97,1,0,1400,3,1030,13450
453,12000,,73000,Petrol,110,0,0,1600,3,1055,14000
454,11950,50,72242,Petrol,110,,1,1600,3,1070,13950
455,9850,53,72000,Petrol,97,1,0,1400,3,1025,11850
456,10950,,71725,Petrol,110,1,0,1600,4,1035,12950
457,10950,,71276,Petrol,110,0,0,1600,5,1080,12950
458,8695,,70440,Diesel,69,1,0,1900,3,1105,10695
459,10990,53,70239,Petrol,110,0,0,1600,3,1040,12990
460,9500,55,69813,Petrol,97,1,0,1400,3,1025,11500
461,11950,49,69659,Petrol,86,0,0,1300,3,1025,13950
462,10750,46,69574,Petrol,97,0,0,1400,5,1065,12750
463,8750,47,69000,Diesel,69,1,0,1900,5,1140,10750
464,8750,49,68565,Petrol,110,,0,1600,4,1030,10750
465,11450,,68520,Diesel,72,1,0,2000,3,1115,13450
466,9950,46,68414,Petrol,97,0,0,1400,3,1025,11950
467,11950,56,66777,Petrol,110,0,0,1600,5,1090,13950
468,13950,52,66527,Petrol,110,1,0,1600,5,1080,15950
469,11250,54,66063,Petrol,110,1,0,1600,5,1090,13250
470,10900,50,65471,Petrol,97,1,0,1400,5,1060,12900
471,9750,56,65400,Petrol,97,1,0,1400,3,1025,11750
472,9950,52,65170,Petrol,97,1,0,1400,3,1025,11950
473,11950,56,65000,Petrol,110,1,0,1600,5,1075,13950
474,10450,48,64193,Petrol,110,,0,1600,3,1040,12450
475,8950,54,64000,Petrol,97,1,0,1400,3,1025,10950
476,10250,54,63792,Petrol,110,1,0,1600,5,1075,12250
477,9930,53,63635,Petrol,110,1,0,1600,4,1035,11930
478,10500,54,63135,Petrol,110,1,0,1600,3,1050,12500
479,11950,54,63123,Petrol,110,1,0,1600,4,1035,13950
480,11500,,63000,Diesel,69,1,0,1900,5,1140,13500
481,11500,,63000,Petrol,110,0,0,1600,4,1035,13500
482,11450,54,62987,Petrol,110,0,0,1600,5,1080,13450
483,9900,56,62751,Petrol,110,0,0,1600,3,1050,11900
484,9500,54,62519,Petrol,97,0,0,1400,3,1025,11500
485,10500,50,62280,Petrol,97,,0,1400,5,1060,12500
486,10750,50,61672,Petrol,110,,0,1600,5,1075,12750
487,8950,54,61000,Diesel,69,0,0,2000,5,1140,10950
488,12000,56,61000,Petrol,110,1,0,1600,3,1050,14000
489,9940,53,60558,Petrol,110,1,0,1600,4,1105,11940
490,10950,47,60348,Petrol,110,0,0,1600,4,1030,12950
491,10750,54,,Petrol,110,1,0,1600,5,1075,12750
492,9799,51,59000,Petrol,97,1,0,1400,3,1025,11799
493,11750,51,58761,Petrol,97,0,0,1300,5,1060,13750
494,11950,54,58745,,110,1,0,1600,4,1035,13950
495,11250,52,58596,Petrol,110,1,0,1600,3,1045,13250
496,11750,54,58530,Petrol,110,0,0,1600,5,1075,13750
497,10950,55,58377,Petrol,110,1,0,1600,3,1050,12950
498,11250,56,58142,Petrol,110,1,0,1600,5,1080,13250
499,9950,53,57948,Petrol,97,1,0,1400,3,1025,11950
500,9700,51,57645,Petrol,110,0,0,1600,5,1080,11700
501,11950,47,57500,Petrol,110,1,0,1600,4,1105,13950
502,9900,53,57475,Petrol,110,0,0,1600,3,1040,11900
503,9990,,56743,Petrol,110,0,0,1600,3,1045,11990
504,9475,48,56675,Petrol,97,1,0,1400,3,1025,11475
505,11500,54,55877,Petrol,110,1,0,1600,5,1075,13500
506,11950,53,55500,Petrol,110,1,0,1600,4,1035,13950
507,11500,55,54900,Petrol,97,1,0,1400,5,1060,13500
508,10500,50,54465,Petrol,110,0,0,1600,5,1075,12500
509,10900,46,53700,Petrol,97,1,0,1400,5,1060,12900
510,11700,52,53561,Petrol,97,1,0,1400,5,1060,13700
511,11900,51,53408,Petrol,110,1,0,1600,5,1080,13900
512,13950,51,53268,Petrol,110,,0,1600,5,1080,15950
513,10950,49,53116,Petrol,97,1,0,1400,3,1025,12950
514,10500,56,52448,Petrol,97,0,0,1400,3,1025,12500
515,10750,55,52149,Petrol,97,1,0,1400,3,1085,12750
516,11950,55,52141,Petrol,110,1,0,1600,5,1070,13950
517,10000,56,52000,Petrol,97,0,0,1400,3,1025,12000
518,10495,48,50967,Petrol,97,1,0,1400,5,1060,12495
519,11450,50,50400,Petrol,110,0,0,1600,5,1080,13450
520,9400,54,50000,Petrol,97,1,0,1400,3,1025,11400
521,11950,51,50000,Petrol,86,1,0,1300,5,1045,13950
522,9650,53,49969,Petrol,110,0,0,1600,5,1075,11650
523,18950,49,49568,Petrol,110,1,0,1600,3,1105,20950
524,11450,51,49473,Petrol,110,0,0,1600,3,1055,13450
525,10250,52,49432,Petrol,110,1,0,1600,3,1050,12250
526,11450,,49417,Petrol,110,1,0,1600,3,1045,13450
527,9950,54,49366,Petrol,97,1,0,1400,3,1025,11950
528,10500,56,48731,Petrol,110,1,0,1600,3,1055,12500
529,13750,,48370,Petrol,110,1,0,1600,5,1080,15750
530,9950,48,48071,Petrol,97,0,0,1400,3,1025,11950
531,10250,54,47852,,110,1,0,1600,4,1030,12250
532,10850,54,47768,Petrol,110,,0,1600,3,1055,12850
533,11895,52,47689,Petrol,110,0,0,1600,5,1075,13895
534,12950,53,47451,Petrol,110,1,0,1600,3,1055,14950
535,11950,50,47219,Petrol,110,1,0,1600,5,1080,13950
536,10750,56,47211,Petrol,110,1,0,1600,5,1070,12750
537,9550,54,46856,Petrol,97,0,0,1400,5,1060,11550
538,10950,56,46500,Petrol,86,0,0,1300,5,1035,12950
539,11750,,46449,Petrol,110,1,0,1600,4,1035,13750
540,10950,47,46391,Petrol,110,0,0,1600,5,1075,12950
541,12450,54,46230,Petrol,110,1,0,1600,3,1055,14450
542,10500,52,46029,Petrol,110,1,0,1600,4,1030,12500
543,10900,50,46000,Petrol,97,0,0,1400,3,1025,12900
544,12950,50,45900,Petrol,110,1,0,1600,5,1075,14950
545,10950,47,45850,Petrol,97,0,0,1400,5,1060,12950
546,12500,56,45336,Petrol,110,1,0,1600,5,1080,14500
547,9950,55,44537,,97,0,0,1400,3,1025,11950
548,10750,56,43700,,86,,0,1300,3,1025,12750
549,12500,48,43120,Petrol,97,1,0,1400,3,1030,14500
550,10450,49,41710,Petrol,110,0,0,1600,3,1040,12450
551,10750,52,41700,Petrol,97,1,0,1400,3,1025,12750
552,12950,49,41636,Petrol,110,1,0,1600,5,1105,14950
553,10995,,41273,Petrol,97,0,0,1400,5,1060,12995
554,11950,49,40836,Petrol,110,,1,1600,3,1075,13950
555,11250,50,40400,Petrol,97,1,0,1400,5,1060,13250
556,11950,47,40361,Petrol,110,1,0,1600,5,1090,13950
557,13750,54,40325,,86,0,0,1300,5,1045,15750
558,11000,47,40000,Petrol,110,0,0,1600,5,1080,13000
559,13500,50,39706,Petrol,110,1,0,1600,5,1080,15500
560,10950,54,39291,Petrol,110,1,0,1600,3,1040,12950
561,10750,54,39000,Petrol,97,0,0,1400,3,1025,12750
562,8950,47,38900,Petrol,97,1,0,1400,3,1025,10950
563,12950,51,38403,Petrol,110,0,0,1600,3,1055,14950
564,9750,56,37461,Petrol,97,0,0,1400,3,1025,11750
565,10900,54,37000,,97,1,0,1400,3,1025,12900
566,10995,55,36406,Petrol,110,1,0,1600,4,1035,12995
567,10750,48,36005,Petrol,97,1,0,1400,5,1065,12750
568,10950,52,36000,Petrol,110,1,0,1600,5,1075,12950
569,13000,,36000,Petrol,110,0,0,1600,5,1080,15000
570,12950,45,36000,Petrol,110,1,1,1600,3,1070,14950
571,11500,52,35823,Petrol,110,0,0,1600,5,1075,13500
572,10950,,35230,Petrol,97,0,0,1400,3,1025,12950
573,11710,48,35142,Petrol,110,0,0,1600,3,1055,13710
574,9980,49,34890,Petrol,97,,0,1400,3,1025,11980
575,12250,51,34882,Petrol,110,1,0,1600,5,1075,14250
576,11500,46,34000,Petrol,110,1,0,1600,5,1075,13500
577,11950,56,33998,Petrol,110,0,0,1600,5,1080,13950
578,11500,55,33230,Petrol,110,0,0,1600,3,1050,13500
579,11900,46,33021,,110,1,0,1600,5,1080,13900
580,11930,49,31999,Petrol,97,0,0,1400,3,1030,13930
581,10500,,31579,Petrol,97,0,0,1400,3,1025,12500
582,8950,56,31000,Petrol,97,0,0,1400,3,1025,10950
583,10450,46,30806,Petrol,97,1,0,1400,5,1060,12450
584,10500,55,30461,Petrol,86,1,0,1300,5,1050,12500
585,12950,50,29686,Petrol,110,1,1,1600,3,1075,14950
586,9950,,29650,Petrol,86,,0,1300,3,1025,11950
587,12900,52,29500,Petrol,110,1,0,1600,3,1055,14900
588,9950,48,28656,Petrol,97,0,0,1400,3,1085,11950
589,9950,55,27500,Petrol,97,1,0,1400,3,1025,11950
590,10950,48,26938,Petrol,110,1,0,1600,3,1040,12950
591,10950,53,26624,Petrol,97,0,0,1400,5,1060,12950
592,9950,47,26221,Petrol,97,1,0,1400,3,1025,11950
593,10950,50,22648,Petrol,97,1,0,1400,5,1060,12950
594,10800,50,22500,Petrol,97,,0,1400,3,1025,12800
595,10500,56,19313,Petrol,97,0,0,1400,3,1025,12500
596,10450,50,17619,,110,,0,1600,4,1030,12450
597,10600,51,17069,Petrol,97,,0,1400,3,1025,12600
598,10450,48,15000,Petrol,97,1,0,1400,3,1025,12450
599,12950,50,10210,Petrol,97,0,0,1400,5,1065,14950
600,11250,47,5309,Petrol,110,,1,1600,3,1070,13250
601,7500,50,1,Diesel,90,1,0,2000,3,1260,9500
602,8950,52,31000,,97,,0,1398,3,1025,10950
603,6950,58,205000,Diesel,72,1,0,2000,4,1100,8950
604,7900,68,204250,Diesel,72,,0,2000,3,1115,9900
605,5950,68,194545,Petrol,86,0,0,1300,4,1000,7950
606,7500,59,190900,Diesel,72,1,0,2000,3,1115,9500
607,7500,62,183500,Diesel,72,1,0,2000,5,1140,9500
608,6900,65,176184,Diesel,72,1,0,2000,3,1115,8900
609,5751,67,174833,Diesel,72,0,0,2000,4,1100,7751
610,6950,68,155720,Petrol,86,,0,1300,3,1015,8950
611,7950,67,155500,,110,1,0,1600,5,1050,9950
612,7750,59,154783,Diesel,72,1,0,2000,3,1120,9750
613,7950,64,154462,Diesel,72,1,0,2000,5,1135,9950
614,8250,64,150585,Petrol,110,1,0,1600,3,1065,10250
615,6250,67,149000,Diesel,90,1,0,2000,5,1135,8250
616,9500,62,147636,,72,,0,2000,5,1135,11500
617,6900,59,144521,Diesel,72,1,0,2000,5,1135,8900
618,8450,64,144000,,110,1,0,1600,3,1065,10450
619,7350,65,140168,Diesel,72,1,0,2000,3,1115,9350
620,8950,68,140000,Petrol,110,1,0,1600,5,1085,10950
621,6900,60,139800,Diesel,72,0,0,2000,3,1115,8900
622,8950,59,137050,CNG,110,1,0,1600,3,1078,10950
623,8750,61,136956,Petrol,110,0,0,1600,3,1065,10750
624,7950,67,135337,CNG,110,1,0,1600,5,1120,9950
625,8950,64,133769,Diesel,72,1,0,2000,3,1120,10950
626,8950,58,133405,Diesel,72,1,0,2000,5,1135,10950
627,8950,65,132807,Diesel,72,1,0,2000,5,1135,10950
628,7950,64,132393,Diesel,72,0,0,2000,5,1135,9950
629,7750,60,130270,Petrol,110,0,0,1600,3,1050,9750
630,7500,59,130000,Diesel,72,1,0,2000,4,1135,9500
631,8950,67,127000,Diesel,,1,0,2000,5,1135,10950
632,9800,67,126800,Diesel,72,0,0,2000,5,1135,11800
633,9450,66,126452,Petrol,110,1,0,1600,5,1085,11450
634,8950,62,125175,Diesel,116,0,0,2000,5,1150,10950
635,8750,68,125000,Diesel,72,1,0,2000,3,1115,10750
636,10500,61,123000,Diesel,72,0,0,2000,5,1135,12500
637,7995,59,121626,Petrol,86,0,0,1300,5,1050,9995
638,10450,64,120400,,,0,0,1600,5,1090,12450
639,9950,66,120000,Diesel,72,0,0,2000,4,1100,11950
640,9950,68,119541,Petrol,110,0,0,1600,3,1055,11950
641,8950,68,119500,Petrol,110,,0,1600,5,1070,10950
642,7950,68,119289,Petrol,110,1,0,1600,4,1035,9950
643,10950,57,118833,Petrol,110,0,0,1600,3,1065,12950
644,9950,64,118000,Diesel,72,1,0,2000,5,1150,11950
645,8600,68,117955,Petrol,110,1,1,1600,4,1065,10600
646,7250,65,117609,Petrol,86,0,0,1300,3,1015,9250
647,6950,68,117000,Diesel,72,0,0,2000,3,1115,8950
648,8000,64,116000,Petrol,86,0,0,1300,5,1045,10000
649,9950,58,115715,Petrol,110,0,0,1600,5,1070,11950
650,9450,60,115191,CNG,110,,0,1600,4,1079,11450
651,7950,68,115071,Petrol,110,1,0,1600,3,1055,9950
652,9450,63,115000,CNG,110,0,0,1600,3,1109,11450
653,9950,64,114846,,110,1,0,1600,5,1075,11950
654,6950,65,114383,Diesel,90,0,0,2000,3,1260,8950
655,8250,59,113700,Petrol,110,1,0,1600,5,1065,10250
656,9950,67,113118,Petrol,86,1,0,1300,3,1020,11950
657,8250,59,112827,Petrol,86,1,0,1300,5,1040,10250
658,9950,68,112116,Petrol,110,1,0,1600,5,1070,11950
659,10500,66,112000,Petrol,110,1,0,1600,3,1065,12500
660,7950,62,112000,Diesel,72,0,0,2000,4,1135,9950
661,9750,65,111769,Petrol,110,0,0,1600,3,1065,11750
662,9250,61,110853,Petrol,110,1,0,1600,5,1070,11250
663,9500,68,110287,Petrol,110,1,0,1600,3,1050,11500
664,9950,62,109547,Petrol,110,,0,1600,5,1075,11950
665,7750,63,109230,Petrol,110,0,0,1600,3,1050,9750
666,9500,68,109150,Petrol,110,0,0,1600,5,1075,11500
667,9950,67,108793,Petrol,110,1,0,1600,4,1035,11950
668,9750,64,106784,Petrol,110,0,1,1600,3,1050,11750
669,9750,58,105942,Petrol,86,0,0,1300,5,1040,11750
670,5950,59,105000,Petrol,86,1,0,1300,3,1015,7950
671,8500,,105000,Petrol,86,0,0,1300,5,1040,10500
672,8495,68,104299,Petrol,110,1,0,1600,5,1085,10495
673,9250,67,104000,Petrol,86,0,0,1300,3,1020,11250
674,6900,,104000,Petrol,86,1,0,1300,3,1015,8900
675,8950,58,103458,Petrol,86,1,0,1300,3,1025,10950
676,9500,,103400,Petrol,110,1,0,1600,5,1075,11500
677,9250,63,102807,Petrol,86,0,0,1300,5,1055,11250
678,9895,68,102494,Petrol,110,0,0,1600,5,1090,11895
679,9950,57,102300,Diesel,72,1,0,2000,5,1135,11950
680,7950,61,102106,Petrol,110,0,0,1600,3,1050,9950
681,8750,68,101889,Petrol,110,1,0,1600,5,1075,10750
682,8250,57,101791,Diesel,72,0,0,2000,3,1115,10250
683,8950,63,101469,Petrol,110,1,0,1600,3,1065,10950
684,8950,68,101001,Petrol,110,0,0,1600,5,1075,10950
685,8950,61,100748,Petrol,110,,0,1600,5,1070,10950
686,8950,65,100550,Petrol,110,1,0,1600,5,1075,10950
687,9450,67,99781,Petrol,110,1,0,1600,5,1085,11450
688,8950,59,98658,Petrol,86,1,0,1300,3,1020,10950
689,9250,65,98500,Petrol,110,,0,1600,5,1075,11250
690,8750,64,98291,Petrol,86,0,0,1300,4,1000,10750
691,9950,61,97648,Petrol,110,1,0,1600,3,1065,11950
692,9950,,97425,Petrol,110,1,0,1600,5,1075,11950
693,9900,65,97173,Petrol,86,0,0,1300,3,1015,11900
694,8950,66,97046,Petrol,86,1,0,1300,4,1000,10950
695,8950,67,96000,Petrol,110,1,0,1600,3,1050,10950
696,12250,,96000,,72,,0,2000,4,1100,14250
697,9250,67,95750,Petrol,110,1,0,1600,5,1070,11250
698,10250,61,95147,,110,1,0,1600,3,1050,12250
699,8950,,95000,,110,0,0,1600,3,1050,10950
700,7999,65,95000,Petrol,110,1,0,1600,3,1050,9999
701,9900,66,94606,Petrol,110,0,0,1600,3,1065,11900
702,8250,63,94504,,86,1,0,1300,4,1000,10250
703,10500,65,93428,Petrol,110,1,0,1600,5,1075,12500
704,8450,65,93408,,86,0,0,1300,3,1015,10450
705,9900,68,93296,Petrol,110,1,0,1600,5,1090,11900
706,10500,62,93098,Petrol,110,1,0,1600,5,1075,12500
707,8500,67,92922,Diesel,72,1,0,2000,4,1100,10500
708,9500,61,92498,Petrol,110,,0,1600,3,1050,11500
709,9450,65,92226,Petrol,110,0,0,1600,3,1065,11450
710,9900,,91505,Diesel,72,0,0,2000,3,1115,11900
711,8250,,91333,Petrol,110,1,0,1600,3,1050,10250
712,8750,,91246,Petrol,86,1,0,1300,3,1015,10750
713,9500,58,91000,Petrol,110,,0,1600,5,1075,11500
714,8450,68,90727,Petrol,110,0,0,1600,3,1050,10450
715,8490,62,90000,Petrol,110,0,0,1600,3,1050,10490
716,8750,60,89576,Petrol,110,0,0,1600,4,1035,10750
717,9750,64,89145,Petrol,86,1,0,1300,3,1025,11750
718,9950,63,89000,Petrol,110,1,0,1600,5,1085,11950
719,8500,68,88807,Petrol,110,0,0,1600,3,1050,10500
720,8450,63,88685,Petrol,110,0,0,1600,5,1070,10450
721,7900,62,88667,Petrol,110,1,0,1600,4,1040,9900
722,8750,57,88480,Petrol,110,1,0,1600,3,1050,10750
723,7950,61,88127,Petrol,86,0,0,1300,3,1015,9950
724,6900,62,88000,,86,0,0,1300,3,1020,8900
725,8150,65,87821,Petrol,86,1,0,1300,3,1015,10150
726,10995,59,87654,Petrol,86,1,1,1300,5,1065,12995
727,8900,59,86888,Petrol,110,,0,1600,3,1050,10900
728,9500,59,86871,Petrol,86,1,0,1300,5,1040,11500
729,8950,68,86714,Petrol,110,1,0,1600,4,1035,10950
730,11500,65,85889,Petrol,110,,0,1600,3,1065,13500
731,10450,62,85000,Petrol,110,1,0,1600,3,1050,12450
732,10500,60,85000,Petrol,86,1,0,1300,3,1025,12500
733,9250,68,84976,Petrol,110,1,0,1600,4,1035,11250
734,10950,65,84558,Petrol,110,1,0,1600,5,1120,12950
735,10450,62,84549,Petrol,110,,0,1600,5,1075,12450
736,9250,68,84482,Petrol,110,1,0,1600,5,1075,11250
737,8750,62,83908,Petrol,110,1,0,1600,5,1070,10750
738,8750,67,83560,Petrol,86,0,0,1300,3,1015,10750
739,9800,68,83000,Petrol,107,1,1,1600,5,1100,11800
740,8250,64,82723,Petrol,86,0,0,1300,3,1015,10250
741,10450,62,82421,Petrol,110,1,0,1600,3,1065,12450
742,9750,58,82254,Petrol,110,0,0,1600,5,1050,11750
743,8950,61,82115,Petrol,110,1,0,1600,3,1055,10950
744,7450,65,82000,Petrol,86,,0,1300,3,1015,9450
745,8450,68,81965,Petrol,86,,0,1300,5,1035,10450
746,8250,,81250,Petrol,110,0,0,1600,3,1050,10250
747,10950,65,81192,Petrol,110,1,0,1600,3,1065,12950
748,8950,61,81170,Petrol,110,1,0,1600,4,1040,10950
749,8750,66,81083,Petrol,86,0,0,1300,3,1015,10750
750,10450,61,80714,Petrol,110,1,0,1600,5,1075,12450
751,10950,57,80470,,110,0,0,1600,5,1085,12950
752,8450,65,80439,Petrol,110,1,0,1600,4,1035,10450
753,9950,59,80430,Petrol,110,1,0,1600,3,1065,11950
754,9950,,80426,Petrol,110,1,0,1600,3,1055,11950
755,8750,62,80265,,86,0,0,1300,3,1015,10750
756,9950,65,80153,Petrol,110,0,0,1600,5,1070,11950
757,9500,68,80121,Petrol,110,0,0,1600,5,1070,11500
758,8250,65,80086,Petrol,110,1,0,1600,4,1035,10250
759,10950,62,80000,Petrol,110,,0,1600,5,1075,12950
760,7950,60,80000,,86,0,0,1300,5,1015,9950
761,8250,65,80000,Petrol,86,1,0,1300,2,1015,10250
762,9895,67,79858,Petrol,110,1,0,1600,4,1040,11895
763,9130,67,79762,Petrol,86,1,0,1300,3,1015,11130
764,10950,59,79660,Petrol,86,0,1,1300,5,1065,12950
765,10500,60,79150,Petrol,110,1,0,1600,5,1075,12500
766,8900,61,79000,Petrol,110,1,0,1600,3,1050,10900
767,9500,57,78955,Petrol,86,1,0,1300,5,1045,11500
768,10950,59,78750,Diesel,90,1,0,1975,5,1155,12950
769,7950,68,78521,Petrol,86,0,0,1300,3,1015,9950
770,7950,64,78356,Petrol,86,1,0,1300,3,1015,9950
771,7950,65,78076,Petrol,86,1,0,1300,3,1015,9950
772,9500,,78063,Petrol,107,,1,1600,5,1100,11500
773,10950,,77821,Petrol,110,1,0,1600,5,1075,12950
774,9750,68,77695,Petrol,110,,0,1600,4,1035,11750
775,9750,65,77500,Petrol,110,1,0,1600,3,1050,11750
776,9450,63,77457,Petrol,110,1,0,1600,3,1055,11450
777,8950,68,77029,Petrol,86,1,0,1300,3,1015,10950
778,8950,68,77008,Petrol,86,1,0,1300,3,1015,10950
779,8900,66,76791,Petrol,110,1,0,1600,5,1070,10900
780,9950,61,76700,Petrol,86,1,0,1300,5,1035,11950
781,8750,67,76569,Petrol,86,1,0,1300,3,1020,10750
782,8950,59,76162,Petrol,110,1,0,1600,5,1075,10950
783,8990,65,76155,Petrol,110,1,0,1600,4,1035,10990
784,8950,61,75609,Petrol,86,1,0,1300,3,1015,10950
785,8950,62,75569,Diesel,72,1,0,2000,3,1120,10950
786,9950,,75429,Petrol,110,1,0,1600,3,1065,11950
787,9900,68,75000,Petrol,110,1,0,1600,5,1075,11900
788,8950,65,75000,Petrol,86,0,0,1300,3,1015,10950
789,8950,62,75000,Petrol,110,1,0,1600,5,1070,10950
790,9500,66,74963,Petrol,107,0,1,1600,3,1085,11500
791,7950,68,74889,Petrol,86,1,0,1300,3,1015,9950
792,7750,,74875,Petrol,110,0,0,1600,5,1070,9750
793,8950,63,74747,,110,1,0,1600,5,1075,10950
794,11950,60,74720,Petrol,110,,0,1600,5,1085,13950
795,8950,62,74457,Petrol,110,0,0,1600,5,1075,10950
796,11950,60,74337,Petrol,86,0,0,1300,5,1035,13950
797,8950,68,74308,Petrol,110,0,0,1600,3,1050,10950
798,9950,64,74193,Petrol,110,,0,1600,3,1050,11950
799,8250,65,74179,Petrol,110,1,0,1600,3,1050,10250
800,8995,67,73936,Petrol,86,1,0,1300,5,1050,10995
801,9995,61,73894,Petrol,110,1,0,1600,3,1065,11995
802,9250,64,73500,Petrol,110,1,0,1600,3,1050,11250
803,10950,64,73376,Petrol,110,0,0,1600,5,1070,12950
804,8900,,73300,Petrol,86,1,0,1300,3,1015,10900
805,9500,,73172,Petrol,110,1,0,1600,5,1075,11500
806,9950,58,72928,Petrol,110,1,0,1600,5,1075,11950
807,7950,67,72880,Petrol,86,1,0,1332,3,1015,9950
808,8250,63,72522,Petrol,110,1,0,1600,3,1050,10250
809,9450,64,72000,Petrol,86,1,0,1300,3,1015,11450
810,7950,57,72000,Petrol,86,0,0,1300,3,1015,9950
811,9500,59,71366,Petrol,110,0,0,1600,3,1065,11500
812,8950,65,71317,Petrol,110,,0,1600,3,1050,10950
813,10950,62,71000,Petrol,110,0,0,1600,5,1070,12950
814,8950,60,70954,Petrol,110,0,0,1600,3,1050,10950
815,9450,63,70908,Petrol,86,0,0,1300,5,1035,11450
816,8000,58,70560,Petrol,110,1,0,1600,3,1050,10000
817,9900,67,70552,Petrol,110,0,0,1600,5,1075,11900
818,8950,62,70500,Petrol,110,1,0,1600,5,1035,10950
819,10900,60,70453,Diesel,72,0,0,2000,5,1135,12900
820,9450,59,70218,Petrol,110,1,0,1600,3,1050,11450
821,8450,64,70116,Petrol,110,1,0,1600,4,1035,10450
822,9500,65,70068,Petrol,110,1,0,1600,5,1075,11500
823,10500,67,70000,Petrol,107,1,1,1587,3,1065,12500
824,6950,68,70000,Petrol,86,1,0,1300,3,1015,8950
825,9750,68,69103,Petrol,110,0,0,1600,4,1035,11750
826,6950,58,69022,Petrol,86,1,0,1300,5,1035,8950
827,9650,67,69000,Petrol,110,1,0,1600,3,1065,11650
828,9950,68,68865,Petrol,110,1,0,1600,3,1065,11950
829,9250,58,68723,Petrol,86,0,0,1300,3,1025,11250
830,8950,63,68453,,110,1,0,1600,5,1070,10950
831,9900,63,68238,Petrol,86,0,0,1300,5,1050,11900
832,10995,63,68153,Petrol,110,1,0,1600,5,1085,12995
833,10500,65,68000,Petrol,110,0,0,1600,5,1075,12500
834,8950,65,68000,Petrol,86,1,0,1300,3,1015,10950
835,9750,67,67762,,110,,0,1600,3,1065,11750
836,10950,68,67146,Petrol,110,1,0,1600,5,1075,12950
837,9750,67,67110,Petrol,86,1,0,1300,5,1035,11750
838,9950,59,67010,,110,1,0,1600,3,1065,11950
839,10500,65,67003,Petrol,110,1,0,1600,4,1035,12500
840,10400,68,66785,Petrol,86,0,1,1300,3,1045,12400
841,8800,68,66550,Petrol,86,0,0,1332,3,1010,10800
842,10500,61,66259,Petrol,110,1,0,1600,3,1065,12500
843,9250,62,66082,Petrol,110,,0,1600,5,1070,11250
844,7800,65,66000,Petrol,86,1,0,1300,3,1015,9800
845,9950,61,66000,Petrol,110,0,0,1600,3,1050,11950
846,10750,63,65896,Petrol,110,1,0,1600,3,1065,12750
847,10950,67,65785,Petrol,110,,0,1600,5,1075,12950
848,9950,65,65513,Petrol,110,,1,1600,4,1070,11950
849,9950,59,65463,,110,1,0,1600,5,1070,11950
850,8100,,65400,Petrol,86,1,0,1300,4,1000,10100
851,9250,60,65259,Petrol,110,1,0,1600,3,1050,11250
852,7800,64,65000,Petrol,110,1,0,1600,3,1050,9800
853,9000,68,65000,Petrol,110,0,0,1600,5,1070,11000
854,8950,57,65000,,110,0,0,1600,4,1035,10950
855,8950,62,64966,Petrol,86,,0,1300,3,1020,10950
856,9950,68,64950,Petrol,110,1,0,1600,5,1075,11950
857,8500,60,64914,,110,,0,1600,5,1070,10500
858,7995,62,64797,Petrol,110,1,0,1600,5,1075,9995
859,8750,65,64772,Petrol,110,1,0,1600,3,1050,10750
860,9750,63,64690,Petrol,86,0,0,1300,3,1020,11750
861,10950,65,64630,Petrol,110,0,0,1600,5,1070,12950
862,9750,67,64613,Petrol,110,1,0,1600,5,1085,11750
863,8200,60,64383,Petrol,86,,0,1300,3,1015,10200
864,8950,68,64000,Petrol,110,,0,1600,5,1075,10950
865,9500,66,63881,Petrol,86,0,0,1300,3,1015,11500
866,10950,58,63870,Diesel,72,0,0,2000,5,1135,12950
867,9750,66,63328,Petrol,86,0,1,1300,5,1065,11750
868,9950,65,63000,Petrol,86,1,1,1300,5,1065,11950
869,10450,,63000,Petrol,86,0,1,1300,3,1050,12450
870,9850,65,62396,Petrol,110,0,0,1600,3,1050,11850
871,9450,62,62377,Petrol,110,1,0,1600,5,1075,11450
872,10295,67,62316,Petrol,110,1,0,1600,3,1050,12295
873,9750,68,62292,Petrol,110,1,0,1600,3,1065,11750
874,8950,65,62225,Petrol,110,1,0,1600,3,1050,10950
875,9900,68,62222,Petrol,110,0,0,1600,5,1075,11900
876,8750,66,62135,Petrol,86,,0,1300,5,1035,10750
877,9950,58,62024,Petrol,110,1,0,1600,5,1075,11950
878,8500,60,61977,Petrol,86,1,0,1300,3,1015,10500
879,9950,62,61930,Petrol,110,,0,1600,4,1035,11950
880,10950,57,61682,Petrol,110,0,0,1600,3,1050,12950
881,9795,68,61568,Petrol,110,1,0,1600,4,1035,11795
882,8750,68,61504,Petrol,110,1,0,1600,4,1035,10750
